Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Path	Begin File	File Offset (s)	calltype
253	Spectrogram 1	6	83410.914513188	83496.980748493	0.000	274.800	86.0662	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_230000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_230000.aif	610.9145	SD
254	Waveform 1	6	83552.446105690	83624.880100414	0.000	495.500	72.4340			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_230000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_230000.aif	752.4460	SU
254	Spectrogram 1	6	83552.446105690	83624.880100414	0.000	495.500	72.4340	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_230000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_230000.aif	752.4460	SU
256	Waveform 1	6	84061.030862472	84134.482188583	0.000	500.000	73.4513			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	361.0310	SU
256	Spectrogram 1	6	84061.030862472	84134.482188583	0.000	500.000	73.4513	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	361.0310	SU
257	Waveform 1	6	84244.245670308	84296.333037301	0.000	486.500	52.0874			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	544.2455	C
257	Spectrogram 1	6	84244.245670308	84296.333037301	0.000	486.500	52.0874	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_231500.aif	544.2455	C
258	Waveform 1	6	84602.373689902	84688.236458930	0.000	459.500	85.8628			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	2.3735	SU
258	Spectrogram 1	6	84602.373689902	84688.236458930	0.000	459.500	85.8628	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	2.3735	SU
259	Waveform 1	6	85411.506938208	85462.170041260	0.000	364.900	50.6631			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	811.5070	C
259	Spectrogram 1	6	85411.506938208	85462.170041260	0.000	364.900	50.6631	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	811.5070	C
260	Waveform 1	6	85234.287810665	85307.942603054	0.000	459.500	73.6548			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	634.2880	SU
260	Spectrogram 1	6	85234.287810665	85307.942603054	0.000	459.500	73.6548	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_233000.aif	634.2880	SU
261	Waveform 1	6	85766.852788244	85838.879850414	0.000	500.000	72.0271			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	266.8530	SU
261	Spectrogram 1	6	85766.852788244	85838.879850414	0.000	500.000	72.0271	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	266.8530	SU
262	Waveform 1	6	85942.444185569	85993.310754898	0.000	382.900	50.8666			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	442.4440	C
262	Spectrogram 1	6	85942.444185569	85993.310754898	0.000	382.900	50.8666	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	442.4440	C
263	Waveform 1	6	86326.202591369	86398.229653539	0.000	509.000	72.0271			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	826.2025	SU
263	Spectrogram 1	6	86326.202591369	86398.229653539	0.000	509.000	72.0271	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_234500.aif	826.2025	SU
