Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Hour	File Offset (s)	Begin File	Begin Path	Begin Date	Begin Clock Time	calltype
223	Spectrogram 1	6	60204.282830633	60223.815593255	0.000	145.400	19.5328	0.000	0.000	16	804.2830	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:43:24.2828	song
224	Waveform 1	6	60222.798261869	60281.803482291	0.000	224.700	59.0052			16	822.7985	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:43:42.7983	song
224	Spectrogram 1	6	60222.798261869	60281.803482291	0.000	224.700	59.0052	3.906	0.000	16	822.7985	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:43:42.7983	song
225	Waveform 1	6	60311.306092502	60388.419811605	0.000	198.200	77.1137			16	11.3060	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:45:11.3061	c
225	Spectrogram 1	6	60311.306092502	60388.419811605	0.000	198.200	77.1137	0.000	0.000	16	11.3060	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:45:11.3061	c
226	Waveform 1	6	60640.230126413	60680.719915599	0.000	207.000	40.4898			16	340.2300	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:50:40.2301	c
226	Spectrogram 1	6	60640.230126413	60680.719915599	0.000	207.000	40.4898	0.000	0.000	16	340.2300	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:50:40.2301	c
227	Waveform 1	6	60968.828164280	61040.855226451	0.000	224.700	72.0271			16	668.8280	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:56:08.8282	c
227	Spectrogram 1	6	60968.828164280	61040.855226451	0.000	224.700	72.0271	0.000	0.000	16	668.8280	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:56:08.8282	c
228	Waveform 1	6	60815.490966211	60894.232415533	0.000	215.900	78.7414			16	515.4910	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:53:35.4910	sd
228	Spectrogram 1	6	60815.490966211	60894.232415533	0.000	215.900	78.7414	0.000	0.000	16	515.4910	79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_164500.aif	2016/12/17	16:53:35.4910	sd
229	Waveform 1	6	61353.908890731	61392.770949699	0.000	176.200	38.8621			17	153.9090	79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	2016/12/17	17:02:33.9089	c
229	Spectrogram 1	6	61353.908890731	61392.770949699	0.000	176.200	38.8621	3.906	0.000	17	153.9090	79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	2016/12/17	17:02:33.9089	c
230	Waveform 1	6	61407.827454220	61451.776170121	141.000	193.800	43.9487			17	207.8275	79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	2016/12/17	17:03:27.8275	c
230	Spectrogram 1	6	61407.827454220	61451.776170121	141.000	193.800	43.9487	171.875	164.062	17	207.8275	79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	2016/12/17	17:03:27.8275	c
231	Waveform 1	6	61964.837185004	62040.933572720	0.000	233.500	76.0964			17	764.8370	79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	2016/12/17	17:12:44.8372	c
231	Spectrogram 1	6	61964.837185004	62040.933572720	0.000	233.500	76.0964	0.000	0.000	17	764.8370	79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_170000.aif	2016/12/17	17:12:44.8372	c
232	Waveform 1	6	62138.719915599	62157.235346835	26.400	220.300	18.5154			17	38.7200	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:15:38.7199	song
232	Spectrogram 1	6	62138.719915599	62157.235346835	26.400	220.300	18.5154	85.938	78.125	17	38.7200	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:15:38.7199	song
233	Waveform 1	6	62156.421481726	62195.080074416	0.000	273.100	38.6586			17	56.4215	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:15:56.4215	song
233	Spectrogram 1	6	62156.421481726	62195.080074416	0.000	273.100	38.6586	0.000	0.000	17	56.4215	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:15:56.4215	song
234	Waveform 1	6	62254.288761115	62303.527600226	110.100	224.700	49.2388			17	154.2890	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:17:34.2888	c
234	Spectrogram 1	6	62254.288761115	62303.527600226	110.100	224.700	49.2388	175.781	152.344	17	154.2890	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:17:34.2888	c
235	Waveform 1	6	62847.515489261	62903.875648078	110.100	189.400	56.3602			17	747.5155	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:27:27.5155	c
235	Spectrogram 1	6	62847.515489261	62903.875648078	110.100	189.400	56.3602	175.781	140.625	17	747.5155	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:27:27.5155	c
236	Waveform 1	6	62790.690798163	62833.622182677	105.700	211.500	42.9314			17	690.6910	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:26:30.6908	c
236	Spectrogram 1	6	62790.690798163	62833.622182677	105.700	211.500	42.9314	175.781	160.156	17	690.6910	79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_171500.aif	2016/12/17	17:26:30.6908	c
237	Waveform 1	6	63377.667671439	63434.841695365	0.000	189.400	57.1740			17	377.6675	79296_Brunswick03_002K_M06_UTCm5_20161217_173000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_173000.aif	2016/12/17	17:36:17.6677	c
237	Spectrogram 1	6	63377.667671439	63434.841695365	0.000	189.400	57.1740	7.812	3.906	17	377.6675	79296_Brunswick03_002K_M06_UTCm5_20161217_173000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_173000.aif	2016/12/17	17:36:17.6677	c
238	Waveform 1	6	64313.654140354	64360.451384137	26.400	229.100	46.7972			17	413.6540	79296_Brunswick03_002K_M06_UTCm5_20161217_174500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_174500.aif	2016/12/17	17:51:53.6541	c
238	Spectrogram 1	6	64313.654140354	64360.451384137	26.400	229.100	46.7972	31.250	31.250	17	413.6540	79296_Brunswick03_002K_M06_UTCm5_20161217_174500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_174500.aif	2016/12/17	17:51:53.6541	c
239	Waveform 1	6	64919.495777694	64992.540171251	35.200	259.900	73.0444			18	119.4960	79296_Brunswick03_002K_M06_UTCm5_20161217_180000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_180000.aif	2016/12/17	18:01:59.4958	c
239	Spectrogram 1	6	64919.495777694	64992.540171251	35.200	259.900	73.0444	74.219	42.969	18	119.4960	79296_Brunswick03_002K_M06_UTCm5_20161217_180000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_180000.aif	2016/12/17	18:01:59.4958	c
240	Waveform 1	6	73945.073685001	74005.503169364	0.000	273.100	60.4295			20	145.0735	79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	2016/12/17	20:32:25.0737	c
240	Spectrogram 1	6	73945.073685001	74005.503169364	0.000	273.100	60.4295	0.000	0.000	20	145.0735	79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	2016/12/17	20:32:25.0737	c
241	Waveform 1	6	74487.913401093	74537.762639035	0.000	422.900	49.8492			20	687.9135	79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	2016/12/17	20:41:27.9134	su
241	Spectrogram 1	6	74487.913401093	74537.762639035	0.000	422.900	49.8492	0.000	0.000	20	687.9135	79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_203000.aif	2016/12/17	20:41:27.9134	su
242	Waveform 1	6	74700.598894062	74766.377798229	0.000	251.100	65.7789			20	0.5990	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:45:00.5989	c
242	Spectrogram 1	6	74700.598894062	74766.377798229	0.000	251.100	65.7789	0.000	0.000	20	0.5990	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:45:00.5989	c
243	Waveform 1	6	75178.474017902	75235.774500000	0.000	467.000	57.3005			20	478.4740	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:52:58.4740	su
243	Spectrogram 1	6	75178.474017902	75235.774500000	0.000	467.000	57.3005	156.250	3.906	20	478.4740	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:52:58.4740	su
244	Waveform 1	6	74931.059024684	74982.739459122	0.000	317.200	51.6804			20	231.0590	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:48:51.0590	su
244	Spectrogram 1	6	74931.059024684	74982.739459122	0.000	317.200	51.6804	0.000	0.000	20	231.0590	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:48:51.0590	su
245	Waveform 1	6	75335.188573097	75379.137288998	0.000	436.100	43.9487			20	635.1885	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:55:35.1886	c
245	Spectrogram 1	6	75335.188573097	75379.137288998	0.000	436.100	43.9487	0.000	0.000	20	635.1885	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:55:35.1886	c
246	Waveform 1	6	75381.501884393	75464.109192984	0.000	176.200	82.6073			20	681.5020	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:56:21.5019	c
246	Spectrogram 1	6	75381.501884393	75464.109192984	0.000	176.200	82.6073	0.000	0.000	20	681.5020	79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_204500.aif	2016/12/17	20:56:21.5019	c
247	Waveform 1	6	75717.624237943	75793.110226827	0.000	585.900	75.4860			21	117.6240	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:01:57.6242	su
247	Spectrogram 1	6	75717.624237943	75793.110226827	0.000	585.900	75.4860	125.000	3.906	21	117.6240	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:01:57.6242	su
248	Waveform 1	6	75980.909600791	76029.538041070	0.000	458.100	48.6284			21	380.9095	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:06:20.9096	su
248	Spectrogram 1	6	75980.909600791	76029.538041070	0.000	458.100	48.6284	0.000	0.000	21	380.9095	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:06:20.9096	su
249	Waveform 1	6	76111.936250064	76199.426749310	0.000	299.600	87.4905			21	511.9365	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:08:31.9363	c
249	Spectrogram 1	6	76111.936250064	76199.426749310	0.000	299.600	87.4905	0.000	0.000	21	511.9365	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:08:31.9363	c
250	Waveform 1	6	75890.361474065	75946.314700328	0.000	374.400	55.9532			21	290.3615	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:04:50.3615	c
250	Spectrogram 1	6	75890.361474065	75946.314700328	0.000	374.400	55.9532	0.000	0.000	21	290.3615	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:04:50.3615	c
251	Waveform 1	6	76213.594085531	76282.772619819	0.000	471.400	69.1785			21	613.5940	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:10:13.5941	su
251	Spectrogram 1	6	76213.594085531	76282.772619819	0.000	471.400	69.1785	0.000	0.000	21	613.5940	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:10:13.5941	su
252	Waveform 1	6	76377.326214014	76435.314103050	0.000	392.100	57.9879			21	777.3260	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:12:57.3262	c
252	Spectrogram 1	6	76377.326214014	76435.314103050	0.000	392.100	57.9879	0.000	0.000	21	777.3260	79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_210000.aif	2016/12/17	21:12:57.3262	c
253	Waveform 1	6	76638.780380367	76706.918871515	0.000	524.200	68.1385			21	138.7805	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:17:18.7804	su
253	Spectrogram 1	6	76638.780380367	76706.918871515	0.000	524.200	68.1385	0.000	0.000	21	138.7805	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:17:18.7804	su
254	Waveform 1	6	77108.791060975	77167.999747674	0.000	480.200	59.2087			21	608.7910	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:25:08.7911	su
254	Spectrogram 1	6	77108.791060975	77167.999747674	0.000	480.200	59.2087	0.000	0.000	21	608.7910	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:25:08.7911	su
255	Waveform 1	6	76877.246437388	76958.429482037	0.000	229.100	81.1830			21	377.2465	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:21:17.2464	c
255	Spectrogram 1	6	76877.246437388	76958.429482037	0.000	229.100	81.1830	0.000	0.000	21	377.2465	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:21:17.2464	c
256	Waveform 1	6	76806.033240327	76856.696343379	0.000	171.800	50.6631			21	306.0330	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:20:06.0332	c
256	Spectrogram 1	6	76806.033240327	76856.696343379	0.000	171.800	50.6631	0.000	0.000	21	306.0330	79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_211500.aif	2016/12/17	21:20:06.0332	c
257	Waveform 1	6	77612.995797664	77742.603816315	0.000	189.400	129.6080			21	212.9960	79296_Brunswick03_002K_M06_UTCm5_20161217_213000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_213000.aif	2016/12/17	21:33:32.9958	c
257	Spectrogram 1	6	77612.995797664	77742.603816315	0.000	189.400	129.6080	0.000	0.000	21	212.9960	79296_Brunswick03_002K_M06_UTCm5_20161217_213000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_213000.aif	2016/12/17	21:33:32.9958	c
258	Waveform 1	6	78867.000058026	78963.850006029	0.000	237.900	96.8499			21	567.0000	79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	2016/12/17	21:54:27.0001	c
258	Spectrogram 1	6	78867.000058026	78963.850006029	0.000	237.900	96.8499	7.812	3.906	21	567.0000	79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	2016/12/17	21:54:27.0001	c
259	Waveform 1	6	79147.702584213	79235.600016014	0.000	246.700	87.8974			21	847.7025	79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	2016/12/17	21:59:07.7026	c
259	Spectrogram 1	6	79147.702584213	79235.600016014	0.000	246.700	87.8974	0.000	0.000	21	847.7025	79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_214500.aif	2016/12/17	21:59:07.7026	c
260	Waveform 1	6	79550.608388160	79625.767399397	0.000	237.900	75.1590			22	350.6085	79296_Brunswick03_002K_M06_UTCm5_20161217_220000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_220000.aif	2016/12/17	22:05:50.6084	c
260	Spectrogram 1	6	79550.608388160	79625.767399397	0.000	237.900	75.1590	7.812	3.906	22	350.6085	79296_Brunswick03_002K_M06_UTCm5_20161217_220000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_220000.aif	2016/12/17	22:05:50.6084	c
261	Waveform 1	6	80271.785176528	80348.288496799	0.000	193.800	76.5033			22	171.7850	79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	2016/12/17	22:17:51.7852	c
261	Spectrogram 1	6	80271.785176528	80348.288496799	0.000	193.800	76.5033	7.812	7.812	22	171.7850	79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	2016/12/17	22:17:51.7852	c
262	Waveform 1	6	80941.625408063	81021.384188772	0.000	259.900	79.7588			22	841.6255	79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	2016/12/17	22:29:01.6254	c
262	Spectrogram 1	6	80941.625408063	81021.384188772	0.000	259.900	79.7588	7.812	3.906	22	841.6255	79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_221500.aif	2016/12/17	22:29:01.6254	c
263	Waveform 1	6	81186.314403165	81258.544931613	0.000	215.900	72.2305			22	186.3145	79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	2016/12/17	22:33:06.3144	c
263	Spectrogram 1	6	81186.314403165	81258.544931613	0.000	215.900	72.2305	70.312	3.906	22	186.3145	79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	2016/12/17	22:33:06.3144	c
264	Waveform 1	6	81628.162220987	81713.618057460	52.900	198.200	85.4558			22	628.1620	79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	2016/12/17	22:40:28.1622	sd
264	Spectrogram 1	6	81628.162220987	81713.618057460	52.900	198.200	85.4558	70.312	74.219	22	628.1620	79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	2016/12/17	22:40:28.1622	sd
265	Waveform 1	6	81922.577924265	81982.193543519	0.000	229.100	59.6156			22	22.5780	79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	2016/12/17	22:45:22.5779	c
265	Spectrogram 1	6	81922.577924265	81982.193543519	0.000	229.100	59.6156	3.906	3.906	22	22.5780	79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	2016/12/17	22:45:22.5779	c
266	Waveform 1	6	81736.428814050	81810.287072716	0.000	180.600	73.8583			22	736.4290	79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	2016/12/17	22:42:16.4288	sd
266	Spectrogram 1	6	81736.428814050	81810.287072716	0.000	180.600	73.8583	7.812	7.812	22	736.4290	79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_223000.aif	2016/12/17	22:42:16.4288	sd
267	Waveform 1	6	82574.118537491	82638.210414846	0.000	255.500	64.0919			22	674.1185	79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	2016/12/17	22:56:14.1185	c
